model_key,source,status,thb,url,note
WH-1000XM4,Overclockzone forum,Listed,6000,https://forum.overclockzone.com/forums/forum/marketplace/audio-video-market/headphone-%E0%B8%AB%E0%B8%B9%E0%B8%9F%E0%B8%B1%E0%B8%87/18169670-sony-wh-1000xm4-%E0%B8%A1%E0%B8%B7%E0%B8%AD%E0%B8%AA%E0%B8%AD%E0%B8%87-6000-%E0%B8%9A%E0%B8%B2%E0%B8%97,"Older post, used, warranty to Mar 2024"
